actor_id,actor_name,kldb_5_code,skill_id,skill_label,skill_label_de,group,priority,src_baseline,src_ext_1_1,src_ext_2_1,relation_type
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/c5d018ca-f6fa-4cc0-b209-43df46e56d48,analyse customer service surveys,Kundendiensterhebungen analysieren,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/36570124-e778-4213-862e-c4059eb5c224,assess debtor's financial situation,finanzielle Lage des Schuldners beurteilen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/5f1ebff6-98ec-411f-a1d4-0bf04bd03bdf,check accounting records,Buchführungsunterlagen überprüfen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/de2f0ce8-f8d6-48c5-a213-4d065251cecf,communicate by telephone,per Telefon kommunizieren,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,mit Kunden kommunizieren,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/42cad89f-afd4-4418-8439-8ce87eff1f26,count money,Geld zählen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/146eccdc-c52a-4d61-9406-3af617caa7d6,forecast sales over periods of time,Umsatzprognosen für verschiedene Zeiträume erstellen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/63321ecf-4fc6-44d9-88f1-5373a4f3038a,handle petty cash,Portokasse verwalten,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/5f1d1319-7954-4a9b-90c7-57668e3a0d4b,interpret financial statements,Jahresabschlüsse auslegen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/34e0f023-0ca9-4f64-a932-3248bb4ed5df,interview bank loanees,Empfänger von Bankdarlehen befragen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/e2e15494-65b9-4af5-8b86-53fb51e7e022,manage accounts,Konten verwalten,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/210827e3-3129-45a2-8683-70399f3f561f,order supplies,Lieferungen in Auftrag geben,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/60f51172-37c0-4933-a27a-cbf55dcd7580,prepare financial statements,Jahresabschlüsse erstellen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23,process payments,Zahlungen verarbeiten,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/ae57a9c3-f761-4b03-be2b-99a781704c73,use sales forecasting softwares,Software für die Verkaufsprognose nutzen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software,Tabellenkalkulationsprogramme verwenden,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/68ad2716-36f4-4445-a437-ebfce0e23430,draw up marketing and sales plan,Marketing- und Verkaufspläne entwerfen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/2dd6ecdf-8a08-438b-8b4b-e0374f7b523b,carry out sales analysis,Verkaufsanalyse durchführen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/dd7c9dfd-6e2c-46fd-aefc-369402d0200c,create a financial report,einen Finanzbericht erstellen,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,customer service,Kundendienst,baseline,1.2,True,False,False,optional
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/9983816d-cc78-4d3f-9e3c-c7baa9ebc77a,computer equipment,EDV-Ausstattung,extension,1.5465735902799727,False,True,True,
IST_LUISE,Luise Schneider,61122,RESUME:associate,RESUME:associate,RESUME:associate,extension,0.6,False,False,True,
IST_LUISE,Luise Schneider,61122,RESUME:switch,RESUME:switch,RESUME:switch,extension,0.6,False,False,True,
IST_LUISE,Luise Schneider,61122,BA:K 0700-049,Microsoft Office,Microsoft Office,extension,1.2931471805599453,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 1401-062,Befähigung für Arbeiten unter Spannung (AuS),Befähigung für Arbeiten unter Spannung (AuS),extension,1.2770125502755525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 010205-001,Kundendienst,Kundendienst,extension,1.2770125502755525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090100-001,Aus- und Fortbildung,Aus- und Fortbildung,extension,1.2597643324038146,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030300-043,On-Site-Management,On-Site-Management,extension,1.2597643324038146,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0711-021,Informatik,Informatik,extension,1.2412373393653842,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 11-015,Deutsch,Deutsch,extension,1.221226662447,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0604-018,Maschinelle Übersetzung - MÜ,Maschinelle Übersetzung - MÜ,extension,1.1994738181995928,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030206-004,"Berichtswesen, Information","Berichtswesen, Information",extension,1.1756462732485113,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030203-060,Vertriebsmanagement,Vertriebsmanagement,extension,1.1756462732485113,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030205-017,Employee Experience,Employee Experience,extension,1.119860385419959,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0809-003,Entwicklung,Entwicklung,extension,1.119860385419959,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 130901,Medien,Medien,extension,1.119860385419959,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 100100-016,Bibliotheksmanagementsysteme - BMS,Bibliotheksmanagementsysteme - BMS,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 130901-000,"Bild-, Kunstbände, Kalender, Poster","Bild-, Kunstbände, Kalender, Poster",extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 130801-004,"Computer, Datenverarbeitungsprodukte","Computer, Datenverarbeitungsprodukte",extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 131202-003,Direktversicherung,Direktversicherung,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0700-010,First-Level-Support,First-Level-Support,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090100-021,Gruppenarbeit,Gruppenarbeit,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 100100-007,Informationswissenschaften,Informationswissenschaften,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 16-113,"Ladengeschäft, Shop","Ladengeschäft, Shop",extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0700-026,Second-Level-Support,Second-Level-Support,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030203-026,Vertrieb,Vertrieb,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,Kommunikation,extension,1.0864775372638282,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 11-021,Englisch,Englisch,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030203-062,Green Marketing,Green Marketing,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090003-041,Inklusionspädagogik,Inklusionspädagogik,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0700-016,Internetkompetenz,Internetkompetenz,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030300-025,Management,Management,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 100008-014,Performance (Kunst),Performance (Kunst),extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 010202-045,"Produktion, Fertigung","Produktion, Fertigung",extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0700-030,Third-Level-Support,Third-Level-Support,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030300-036,Umweltberatung,Umweltberatung,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 070407-005,Vertriebs- und Reservierungssystem Amadeus Selling Platform,Vertriebs- und Reservierungssystem Amadeus Selling Platform,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090102-029,"Werken, Techniklehre","Werken, Techniklehre",extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,plan,planen,extension,1.0479398673070137,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 130901-001,Bildmedien,Bildmedien,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090100-008,Coaching,Coaching,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0400-010,Distributionslogistik,Distributionslogistik,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 12-003,Innendienst,Innendienst,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0700-015,"Internet-, Intranettechnik","Internet-, Intranettechnik",extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030205-003,"Lohn-, Gehalts-, Tarifwesen","Lohn-, Gehalts-, Tarifwesen",extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030203-015,Marketing,Marketing,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 131300-007,Most,Most,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030205-005,Personalrekrutierung,Personalrekrutierung,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090002-003,"Pflegehilfe (Alten-, Kranken-, Behindertenpflege)","Pflegehilfe (Alten-, Kranken-, Behindertenpflege)",extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 070401-099,SAP-Basis-System,SAP-Basis-System,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 131301-009,Tafelwasser,Tafelwasser,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090300-010,Training,Training,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0702-056,Verzeichnisdienst Active Directory,Verzeichnisdienst Active Directory,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 010205-003,"Wartung, Reparatur, Instandhaltung","Wartung, Reparatur, Instandhaltung",extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030000-052,Wertpapiergeschäft,Wertpapiergeschäft,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0802-012,Wirtschaftsingenieurwesen,Wirtschaftsingenieurwesen,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,electronics,Elektronik,extension,1.002359478108525,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 12-008,Assistenz,Assistenz,extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 100101-002,"Ausstattung (Film, Fernsehen, Bühne), Szenografie","Ausstattung (Film, Fernsehen, Bühne), Szenografie",extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 070104-003,"Autorensysteme (Macromedia Director, Toolbook u.a.)","Autorensysteme (Macromedia Director, Toolbook u.a.)",extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090304-001,B-Lizenz (Sport),B-Lizenz (Sport),extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 090002-017,Betreuung,Betreuung,extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030300-004,"Betriebsleitung, Betriebsführung","Betriebsleitung, Betriebsführung",extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 130000-006,Brötchen,Brötchen,extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030303-126,Chemikalienrecht,Chemikalienrecht,extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030203-004,Customer-Relationship-Management (CRM),Customer-Relationship-Management (CRM),extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0702-046,Datenvisualisierungs- und Analysesoftware Origin,Datenvisualisierungs- und Analysesoftware Origin,extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 06,Dienstleistungen,Dienstleistungen,extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 0700-009,"E-Commerce, E-Business","E-Commerce, E-Business",extension,0.9465735902799726,False,True,False,
IST_LUISE,Luise Schneider,61122,BA:K 030300-065,"Environmental, Social and Governance (ESG)","Environmental, Social and Governance (ESG)",extension,0.9465735902799726,False,True,False,
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/00e895f4-b9d3-4a1a-8c36-baf10fbfb982,manufacture wearing apparel products,Kleidungsprodukte herstellen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6,evaluate garment quality,Stoffqualität bewerten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/059d0c45-3ad3-440e-a20d-63ecbece9336,knitting machine technology,Strickmaschinentechnik,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/05c00631-b864-4842-b47e-06710c197c7a,coordinate manufacturing production activities,Tätigkeiten im Herstellungsprozess koordinieren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/07197605-141a-4c85-8995-00614de16c87,demonstrate proficiency in packaging standards,Kompetenz bei Verpackungsstandards beweisen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,manage research data,Forschungsdaten verwalten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/09853c3b-6784-456f-abe9-c9f44bf872bc,distinguish accessories,Accessoires unterscheiden,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/0b16ebec-1fd8-41c8-a1b9-bbe91a1cc1b8,design package,Verpackung gestalten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/0eece926-f1a3-4b65-9b99-a35e4c0eb835,care for food aesthetic,Lebensmittel ästhetisches Aussehen verleihen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a,optimise production processes parameters,Herstellungsverfahrensparameter optimieren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3,quality assurance procedures,Qualitätssicherungsverfahren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,Herstellungsverfahren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/13d1b916-0ee9-4ee1-b762-56a9feade16c,health and safety in the textile industry,Gesundheit und Sicherheit in der Textilindustrie,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/1718c83c-c481-44dc-a2eb-e1a96acaed71,provide homologation management services,Dienstleistungen im Bereich des Homologationsmanagements erbringen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/187f82c7-b165-4e6b-b327-704e38e85cdd,automotive diagnostic equipment,Fahrzeugdiagnoseausrüstung,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/198b614d-a9af-46f5-b3fd-2672b401dd8e,health and safety in the workplace,Gesundheit und Sicherheit am Arbeitsplatz,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/1a160710-2143-496f-9dae-99814e69e65c,use textile technique for hand-made products,Textiltechniken für handgearbeitete Erzeugnisse verwenden,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/1b1c2d44-c487-4121-a2ed-dcda651f4d59,car controls,Kfz-Steuereinrichtungen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/1de6b87b-2c7d-49aa-bcc0-3b2ef75f064f,resolve equipment malfunctions,Fehlfunktionen von Ausrüstungsgegenständen beheben,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/1f857013-3fbc-4205-b904-fe6506744687,leather goods manufacturing processes,Verfahren für die Herstellung von Lederwaren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,Grundsätze der Ingenieurwissenschaften,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/20a8fe89-d4eb-4698-8521-8881c13377e0,interact professionally in research and professional environments,im Bereich Forschung und im beruflichen Umfeld professionellen Umgang pflegen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae,maintain relationship with customers,Beziehung zu Kunden und Kundinnen pflegen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/2562fa92-6ecf-4ba9-831e-0ce94acb8991,disassemble equipment,Ausrüstung auseinanderbauen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/26baf34d-6721-4bac-b7eb-add0bc566a82,attend to detail in preparation for audits,Auf Details bei der Vorbereitung auf Audits achten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/26f17354-aa39-464a-8c02-266a50f9d789,leather goods components,Bestandteile von Lederwaren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/286e486c-a094-4715-8e5b-a2370b09a408,manage corrective actions,Korrekturmaßnahmen steuern,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/2ac79be0-1f66-48da-84a6-2d294179927f,create patterns for garments,Bekleidungsmuster erstellen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,Open-Source-Software entwickeln,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/2bdc2f65-b42f-4963-abff-d7214ca4caae,emission standards,Emissionsnormen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/2cc2d65f-1081-413d-909d-b95eafb3c1d6,manage briefs for clothing manufacturing,Anweisungen für die Kleidungsherstellung koordinieren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/30c6b17a-b6d7-4e67-bd16-5ce87947f9f3,dyeing technology,Färbetechnik,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/3162ece1-3630-498d-bb99-da1ae3bccc53,develop specifications of technical textiles,Vorgaben für technische Textilien erarbeiten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/31dadcd2-7816-4330-a422-0fc5fb824229,control textile process,Prozess der Textilproduktion kontrollieren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,manufacturing processes,Fertigungsverfahren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/39a25537-5057-4c0b-8141-32851e1cd886,manufacturing of wearing apparel,Herstellung von Bekleidung,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,comply with legal regulations,gesetzliche Vorschriften einhalten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,electrical engineering,Elektrotechnik,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/3fedb2c6-488f-4c78-b20d-af23d481348a,manage packaging material,Umgang mit Verpackungsmaterial steuern,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,demonstrate disciplinary expertise,fachliche Kompetenz unter Beweis stellen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/42b23922-1c40-4dbe-9e0c-7a568dfdf06b,adjust engineering designs,Konstruktionspläne anpassen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080,monitor packaging operations,Verpackungsarbeiten überwachen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/45d9d702-504a-4b12-883a-e7155aadab99,apply methods for footwear and leather goods manufacturing,Herstellungsmethoden für Schuhwerk und Lederwaren anwenden,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,reduce environmental impact of footwear manufacturing,Folgen der Schuhproduktion für die Umwelt reduzieren,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/4b43cc79-90b1-4f23-a2ce-cb3ea341e6d1,advise on homologation procedure,Beratung zum Homologationsverfahren leisten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/4c831013-9027-4ec6-83de-c5c19e68d083,work safely with machines,sicher mit Maschinen arbeiten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,wissenschaftliche Forschung betreiben,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8,control systems,Kontrollsysteme,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/5033c2fb-ec55-4b8e-b0a4-9379593f1e1c,maintain equipment,Geräte warten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/51399b1c-15d6-4e4c-8673-30c25a094fce,promote sustainable packaging,nachhaltige Verpackung fördern,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/5174d7e4-bb67-403c-930e-9afc5e2f8f6e,inspect wearing apparel products,Bekleidungsprodukte untersuchen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/52c3a6cf-90b1-4cba-b5b6-30561f298314,configure plants for food industry,Produktionsanlagen für die Lebensmittelindustrie einrichten,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,use technical drawing software,Software für technisches Zeichnen verwenden,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/54bbf5e8-596f-4698-a451-06b3f1339722,ensure quality control in packaging,Qualitätskontrolle bei der Verpackung sicherstellen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,adapt to changing situations,sich an veränderte Situationen anpassen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93,report test findings,Testergebnisse melden,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/58136283-9617-45b1-8f53-bf58efd9c5cc,manufacturing of made-up textile articles,Herstellung konfektionierter Textilartikel,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/58c080f9-71d5-429d-9476-bc9e742d460c,perform process control in the wearing apparel industry,Prozesse in der Bekleidungsindustrie steuern,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/58db4bf3-b283-4498-8024-336773c4f879,calculate the productivity of the production of footwear and leather goods,Produktivität bei der Herstellung von Schuhwerk und Lederwaren berechnen,baseline,2.0,True,False,False,essential
IST_MANUEL,Manuel Müller,27304,ESCO:http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,technische Zeichnungen,baseline,2.0,True,False,False,essential
